sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
"The woman purchases raw milk from a local member of Communities Alliance for Responsible Eco-Farming, a self-regulating cooperative of raw milk dairymen.","['cooperative', 'dairymen']",13,1,"('dairymen', 'cooperative')",False,00:00:19
This personal alarm combines two great deterrents to attack- a loud alarm and flashing light.,"['alarm', 'light']",3,-1,[],False,00:00:17
The rescue adoption room was filled with a kindle of kittens.,"['kindle', 'kittens']",13,-1,[],False,00:00:34
"The pages of the magazine came to life at the Metreon with gourmet food, great Sonoma Valley wine, and jamming music.","['pages', 'magazine']",2,1,"('magazine', 'pages')",False,00:00:22
Antacids work by using a base to neutralize the acid.,"['Antacids', 'base']",18,0,"('Antacids', 'base')",True,00:00:42
"In Wuthering Heights by Emily Bronte's, the author uses repetition as a device to give us the full understanding of the characters.","['author', 'repetition']",11,0,"('author', 'repetition')",False,00:00:14
This is a homeopathic nasal spray which really helps customers keep their sinuses clear.,"['spray', 'customers']",10,0,"('spray', 'customers')",False,00:00:23
"The thing that most struck him, however, was the rope of the great alarm bell on the roof, which hung down in a corner of the room on the right-hand side of the fireplace.","['rope', 'bell']",2,0,"('rope', 'bell')",False,00:00:21
"Ross noted that the landscapes he painted - typically mountains, lakes, snow, and log cabin scenes - were strongly influenced by his years living in Alaska, where he was stationed for the majority of his Air Force career.","['landscapes', 'mountains']",18,-1,[],False,00:00:26
The acupressure is a skill derived from the Acupuncture and Moxibusti branch of the Chinese Traditional Medicine.,"['acupressure', 'branch']",8,1,"('branch', 'acupressure')",False,00:00:21
"The sichuan pepper I got was in a jar labeled ""Prickly Ash"", which is the name of the plant.","['pepper', 'jar']",4,-1,[],False,00:00:19
"For the first time in more than 25 years, captive-bred black rhinos have been released back into the wild in Kenya.","['black rhinos', 'wild']",6,-1,[],False,00:00:31
The views expressed in the article are from the author and are not shared by Nestle.,"['article', 'author']",16,1,"('author', 'article')",False,00:00:20
The lowest rung of society was composed of conquered peoples brought to Tenochtitlan as slaves.,"['rung', 'peoples']",13,-1,[],False,00:00:25
The letter contains a description of the demolition of the old synagogue.,"['letter', 'demolition']",14,1,"('demolition', 'letter')",True,00:00:37
A clutter of frightening spiders are seen still clinging to and covering their prey.,"['clutter', 'spiders']",13,1,"('spiders', 'clutter')",False,00:00:23
The valuable book has arrived into my care.,"['book', 'care']",18,0,"('book', 'care')",False,00:00:21
I mixed up the ingredients and poured the stuff into the ice cream maker.,"['stuff', 'ice cream maker']",6,0,"('stuff', 'ice cream maker')",True,00:00:50
The final programme detailed the history of Russborough House.,"['programme', 'history']",14,-1,[],False,00:00:30
Extra-alveolar veins are contiguous and leaked fluid into periarterial cuffs in the rabbit lungs.,"['fluid', 'cuffs']",6,0,"('fluid', 'cuffs')",False,00:00:23
We are a petroleum and petrochemical company.,"['petroleum', 'company']",18,-1,[],False,00:00:37
The users are running into problems with the installer.,"['users', 'problems']",18,0,"('users', 'problems')",False,00:00:21
The cross over is going to take away the lows from the drivers anyway.,"['lows', 'drivers']",8,1,"('drivers', 'lows')",False,00:00:23
Heartwater disease was imported into the major cities.,"['disease', 'cities']",6,-1,[],False,00:00:32
Eventually the path went away from the lake into some gorse.,"['path', 'lake']",18,-1,[],False,00:00:18
"The flames did not harm her, so her executioners killed her with a sword.","['executioners', 'sword']",11,0,"('executioners', 'sword')",False,00:00:20
The judge's condemnatory report on Israel's actions in Gaza has been dismissed as hopelessly one-sided by neutral observers.,"['judge', 'report']",17,0,"('judge', 'report')",False,00:00:23
"From the duke himself he received his right spur and a magnificent eastern sword with golden hilt and shining blade, inscribed with letters.","['sword', 'blade']",3,-1,[],False,00:00:22
"So it was that in 1724 at the age of 17 a somewhat awkward, refined young man took his place at the mess of officers much older, wiser, and harder than he.","['mess', 'officers']",13,-1,[],False,00:00:22
The rock 'n' roll business is falling into self-parody.,"['business', 'self-parody']",18,0,"('business', 'self-parody')",False,00:00:24
"In all versions of Word, the easiest way to review the editor's changes is by displaying the reviewing toolbar.","['editor', 'changes']",17,0,"('editor', 'changes')",False,00:00:16
University guarantees that the student accesses the subjects with the proper background.,"['student', 'background']",11,1,"('background', 'student')",False,00:00:24
Factories accommodated large-scale manufacture and assembly of aircraft components by unskilled workers.,"['components', 'workers']",16,1,"('workers', 'components')",False,00:00:19
"Brendel's own admission of his limitations is laudable, especially in light of the clique of idolatrous Brendel fans which formed in the 1980s.","['clique', 'fans']",13,1,"('fans', 'clique')",False,00:00:26
A soldier brings oranges he got out from a tank.,"['oranges', 'tank']",8,1,"('tank', 'oranges')",False,00:00:30
The liver from the donor has been successfully transported into the patient.,"['liver', 'patient']",6,-1,[],False,00:00:29
"In wire working, the artist creates shapes, using various sizes of wire.","['artist', 'wire']",11,0,"('artist', 'wire')",False,00:00:13
A handful of countries blocked a legally binding deal on climate change in Copenhagen and the talks process needs urgent reform to prevent something similar happening again.,"['handful', 'countries']",18,-1,[],False,00:00:32
Mouse rRNA transcription template is injected into the brain.,"['template', 'brain']",6,0,"('template', 'brain')",False,00:00:38
Rowan Berry Wine is a classic Ancient method to form a fruit wine based on rowan berries.,"['fruit', 'wine']",9,0,"('fruit', 'wine')",False,00:00:20
All aspects are indicated with colour light signals.,"['aspects', 'signals']",18,0,"('aspects', 'signals')",False,00:00:16
"Teetotallers zip over the Causeway in the midst of a maze of sweaty congestion after a day pounding keyboards and missing deadlines, barely noticing the scoop of pelicans floating by and the kangaroos that call the secluded area home.","['scoop', 'pelicans']",13,-1,[],False,00:00:26
One of them was observing a bask of over 90 mugger crocodiles in the dried beds of Buttuwa Tank.,"['bask', 'crocodiles']",13,-1,[],False,00:00:24
It is the story of an amateur bird watcher who learns more about ospreys from the extant literature.,"['ospreys', 'literature']",15,-1,[],False,00:00:51
A sliding knife is a knife which is opened by sliding the knife blade out the front of the handle.,"['knife', 'blade']",3,-1,[],False,00:00:36
The Seville side had just fallen 2-1 behind at home to fellow relegation strugglers Athletic Bilbao when a bottle full of liquid flew out of the stands and struck visiting keeper Armando Ribeiro just below the right eye.,"['bottle', 'liquid']",5,-1,[],False,00:00:21
Categorical data were misplaced into the wrong category.,"['data', 'category']",6,-1,[],False,00:00:22
The facades of the palace consist of beautifully decorated wooden doors and windows and ventilations in addition to decorated gypsum motifs.,"['facades', 'palace']",2,1,"('palace', 'facades')",False,00:00:21
"The very famous Elite agency chose among a pleiad of beauties, the prizes winner of the contest Elite Model World.","['pleiad', 'beauties']",13,-1,[],False,00:00:34
His wife has just completed the first paper of her graduate degree.,"['wife', 'paper']",17,0,"('wife', 'paper')",False,00:00:23
He underlined the tiny sacrifices made by Western armies in comparison with those of the Red Army.,"['sacrifices', 'armies']",18,1,"('armies', 'sacrifices')",False,00:00:15
The Kursk (RBMK) reactor was manufactured in a slurry-fed ceramic Joule-heated glass melter.,"['reactor', 'melter']",8,1,"('melter', 'reactor')",False,00:00:21
"One of the types of tissue that makes up bone is the mineralized osseous tissue, also called bone tissue, that gives it rigidity and a honeycomb-like three-dimensional internal structure.","['types', 'bone']",18,0,"('types', 'bone')",False,00:00:28
"About 1830, the New York Mirror described the area as a ""loathsome den of murderers, thieves, abandoned women, ruined children, filth, drunkenness, and broils.""","['den', 'murderers']",18,-1,[],False,00:00:25
"Captured, the corporal escaped by jumping from a POW train headed towards Germany.","['corporal', 'train']",8,-1,[],False,00:00:40
"The film opened in America before Christmas, and the critics have given their verdict.","['critics', 'verdict']",17,0,"('critics', 'verdict')",False,00:00:15
"Cement mason means a person who finishes all concrete construction, such as floors, walls, ceilings, sidewalks, curbs and gutters.","['Cement', 'mason']",10,-1,[],False,00:00:23
"Real robot experiments are carried out with a swarm of up to 40 Alice miniature robots, developed at the Autonomous Systems Laboratory by Gilles Caprari.","['swarm', 'robots']",13,1,"('robots', 'swarm')",False,00:00:18
The kids illuminated them with a candle.,"['kids', 'candle']",11,-1,[],False,00:00:33
Smith was referring to the fictional Kazakhstani character created by the British comedian.,"['character', 'comedian']",16,1,"('comedian', 'character')",False,00:00:17
At the moment heavy snow showers are running into the Northeastern regions of England.,"['showers', 'regions']",6,-1,[],False,00:00:18
"Canned peach syrup was cooked for three minutes with a half-glass of raspberry jelly, this for color and to give a peach-melba flavor.","['peach', 'syrup']",9,0,"('peach', 'syrup')",True,00:00:28
"In early October, Anwar al-Awlaki, a radical cleric based in Yemen, posted a provocative message on his English-language Web site.","['cleric', 'message']",17,0,"('cleric', 'message')",False,00:00:22
The victim of last night's car accident donated his organs to several patients who have been waiting for donated organs.,"['organs', 'patients']",6,-1,[],False,00:00:30
I sold a gold ring to another company online and they sent me a lousy check for $14.00.,"['gold', 'ring']",18,0,"('gold', 'ring')",False,00:00:22
"The dome of the museum rotunda is made from an actual brewing kettle, and walking into it gives visitors the sense of being in a kettle.","['visitors', 'kettle']",18,-1,[],False,00:00:39
The report informed about casualties in the area.,"['report', 'casualties']",14,1,"('casualties', 'report')",False,00:00:20
The battle has been analysed in various publications.,"['battle', 'publications']",15,0,"('battle', 'publications')",False,00:00:15
The shells landed into different areas in Mogadishu.,"['shells', 'areas']",6,-1,[],False,00:00:37
Erikson(1976) found that people from among a community who escaped an horrific accident had made little progress after two years.,"['people', 'accident']",18,1,"('accident', 'people')",False,00:00:25
"The present bright, dry weather, although cold, is just what flock owners require and judging from the large number of lambs seen skipping about nibbling the tender shoots of the fresh green herbage, the flocks of Mr John Cracknell, Mr Geo Walker, and Mr Russell Walker appear to have had a very satisfactory fall of good strong lambs.","['fall', 'lambs']",13,0,"('fall', 'lambs')",False,00:00:23
The camp is more rugged than a hotel but comes with a great lake view and the comradeship of fellow chemistry teachers.,"['comradeship', 'teachers']",18,1,"('teachers', 'comradeship')",False,00:00:23
"I asked the Something Awful Forum Goons to create products from the future, and by golly they did.","['products', 'future']",8,-1,[],False,00:00:20
"Freedman makes a thorough appraisal of the statistical methods in these papers, and in a variety of other examples.","['statistical methods', 'papers']",15,-1,[],False,00:00:25
We have all seen videos showing a yoke of oxen plowing a rice paddy or hauling a dray.,"['yoke', 'oxen']",13,-1,[],False,00:00:20
"The programme begins with the UWI Venture competition which is opened to final year undergraduate students, graduate students and researchers at the UWI.","['programme', 'competition']",3,0,"('programme', 'competition')",False,00:00:17
He was the author of a chronicle narrating the fortunes of the monastery.,"['chronicle', 'fortunes']",14,1,"('fortunes', 'chronicle')",False,00:00:27
It utilized a critical eye and free inquiry into the conditions of life and issues of morality.,"['inquiry', 'conditions']",18,1,"('conditions', 'inquiry')",False,00:00:30
So President Obama's administration was ushered in with a new chamber music work by a living American composer.,"['work', 'composer']",16,1,"('composer', 'work')",False,00:00:18
She poured flour into a pretend dragon with a tube.,"['flour', 'dragon']",6,-1,[],False,00:00:23
"A survey made for the statistical society of the various Sunday schools in Manchester and Salford in 1836 returned the number of Catholic schools as ten, with an attendance of 4295 scholars.","['society', 'schools']",13,-1,[],False,00:00:36
We do have a fledgling population of cosmopolites living the good life almost without cars.,"['population', 'cosmopolites']",13,-1,[],False,00:00:24
"The queen was put inside her cage, which was then placed in the box with a bunch of worker bees four days ago.","['queen', 'box']",6,-1,[],False,00:00:22
A large diagram illustrated the principle of this apparatus.,"['diagram', 'principle']",14,1,"('principle', 'diagram')",True,00:00:34
"Top stealth-plane experts have re-created a radical, nearly forgotten Nazi aircraft.","['experts', 'aircraft']",17,0,"('experts', 'aircraft')",False,00:00:18
The relying website then forms a relationship using a shared secret with help of Diffie-Hellman (encryption) key exchange to make sure information is not compromised in transit.,"['website', 'secret']",11,0,"('website', 'secret')",False,00:00:23
The litho was enclosed in plastic and is like new.,"['litho', 'plastic']",4,-1,[],False,00:00:40
The old man went into diabetic coma.,"['man', 'coma']",18,0,"('man', 'coma')",False,00:00:20
Archaeologists have located the tomb and have inserted probes deep into the tomb.,"['probes', 'tomb']",6,1,"('tomb', 'probes')",False,00:00:20
"The puppy was born in a barn where Layla made a soft, bed out of hay in an empty horse stall.","['puppy', 'barn']",8,-1,[],False,00:00:18
"Secretly, she has been donating 10% of her income to local a orphanage every month.","['income', 'orphanage']",6,-1,[],False,00:00:37
A variety of companies manufacture boPET and other polyester films under different trade names.,"['companies', 'films']",17,0,"('companies', 'films')",False,00:00:20
A person was release from their vehicle before emergency services arrived just after 9am this morning.,"['person', 'vehicle']",8,1,"('vehicle', 'person')",False,00:00:17
He used his finger on the stick of the toothpick for a trial balance.,"['stick', 'toothpick']",2,-1,[],False,00:00:31
A newborn baby was found stuffed in a shoebox and dumped in the lobby of a Long Island apartment building.,"['baby', 'shoebox']",4,-1,[],False,00:00:18
"The more common double horn has a fourth valve, usually operated by the thumb, which routes the air to one set of tubing tuned to F or the second set of tubing tuned to B.","['horn', 'valve']",3,-1,[],False,00:00:31
"Three people who are on the verge of giving up life -- a gangster in trouble with his gang, a doctor who has lost his family, and a woman with a terminal disease -- all meet up by coincidence.","['gangster', 'gang']",12,1,"('gang', 'gangster')",False,00:00:23
"A Chowchilla man is behind bars, after a pipe bomb was discovered inside a mobile home.","['bomb', 'home']",18,-1,[],False,00:00:23
The symbol denotes concatenation.,"['symbol', 'concatenation']",18,-1,[],False,00:00:18
"This simple script uses the DBI module in order to connect to a Mysql database, retrieves the results from a select query and display the results.","['script', 'module']",11,1,"('module', 'script')",True,00:00:36
"In the open air of the Sanz hotel, amid the music of the fountain and the glint of the goldfish, I almost forgot my nationality and imagined myself a great Spanish grandee, residing in an ancient Spanish mansion, and, no doubt, unconsciously adopted something of the stately walk and conversation suited to the part.","['glint', 'goldfish']",18,1,"('goldfish', 'glint')",False,00:00:17
"On the way back, the train departed from station Zilupe at 08:07 and arrived in Riga passenger station at 12:05.","['train', 'station']",8,-1,[],False,00:00:23
"After receiving parental permission for the project, students treated the chickens with a mixture of salt and baking powder.","['students', 'mixture']",11,0,"('students', 'mixture')",False,00:00:20
